id,cfTitle,cfAbstr,keywords,keyword_clean,lang
19965733,Model-Driven Cross-Platform Apps: Towards Business Practicability,"Due to the incompatibility of mobile device platforms such as Android and iOS, apps have to be developed separately for each target platform. Cross-platform development approaches based on Web technology have significantly improved over the last years. However, since they do not provide native apps, these frameworks are not feasible for all kinds of business apps. Moreover, the way apps are developed is cumbersome. Advanced cross-platform approaches such as MD2, which is based on model-driven development (MDSD) techniques, are a much more powerful yet less mature choice. We introduce MD2 as one solution to fulfill typical requirements of business apps. Moreover, we highlight a businessoriented enhancement that further increases its business practicability.","['App', 'Business App', 'Cross-platform', 'MDSD', 'Mobile']",,en
19967424,A Survey of Real-Time Strategy Game AI Research and Competition in StarCraft,"This paper presents an overview of the existing work on AI for real-time strategy (RTS) games. Specifically, we focus on the work around the game StarCraft, which has emerged in the past few years as the unified test bed for this research. We describe the specific AI challenges posed by RTS games, and overview the solutions that have been explored to address them. Additionally, we also present a summary of the results of the recent StarCraft AI competitions, describing the architectures used by the participants. Finally, we conclude with a discussion emphasizing which problems in the context of RTS game AI have been solved, and which remain open. © 2013 IEEE.","['Game AI', 'real-time strategy', 'review1', 'StarCraft']","['Distillation', ' Evolutionary algorithms', ' Exergy', ' Non-sharp splits', ' Pareto optimisation']",en
19970110,When parameter tuning actually is parameter control,"In this paper, we show that sequential parameter optimization (SPO), a method that was designed for (offline) parameter tuning, can be successfully used as a controller for multistart approaches of evolutionary algorithms (EA). We demonstrate this by replacing the restart heuristic of the IPOP-CMA-ES with the SPO algorithm. Experiments on the BBOB 2010 test cases suggest that the performance is at least competitive while the approach provides more options, e.g. setting more than one parameter at once. Essentially, we argue that SPO is a generalization of the IPOP heuristic and that the distinction between tuning and control is - although often useful - an artificial one. Copyright 2011 ACM.",CMA-ES; Parameter control; Parameter setting; Parameter tuning; SPO,"['archive', ' indicator', ' multimodal optimization', ' multiobjective optimization', ' performance measuring', ' solution sets', ' subset selection']",en
19970201,The sequential parameter optimization toolbox,"The sequential parameter optimization toolbox (SPOT) is one possible implementation of the SPO framework introduced in Chap. 2. It has been successfully applied to numerous heuristics for practical and theoretical optimization problems. We describe the mechanics and interfaces employed by SPOT to enable users to plug in their own algorithms. Furthermore, two case studies are presented to demonstrate how SPOT can be applied in practice, followed by a discussion of alternative metamodels to be plugged into it.We conclude with some general guidelines. &copy; 2010 Springer-Verlag Berlin Heidelberg.",,,en
19970291,The future of experimental research,"In the experimental analysis of metaheuristic methods, two issues are still not sufficiently treated. Firstly, the performance of algorithms depends on their parametrizations-and of the parametrizations of the problem instances. However, these dependencies can be seen as means for understanding an algorithm's behavior. Secondly, the nondeterminism of evolutionary and other metaheuristic methods renders result distributions, not numbers. Based on the experience of several tutorials on the matter, we provide a comprehensive, effective, and very efficient methodology for the design and experimental analysis of metaheuristics such as evolutionary algorithms. We rely on modern statistical techniques for tuning and understanding algorithms from an experimental perspective. Therefore, we make use of the sequential parameter optimization (SPO) method that has been successfully applied as a tuning procedure to numerous heuristics for practical and theoretical optimization problems. &copy; 2010 Springer-Verlag Berlin Heidelberg.",,,en
19970381,Searching for good and diverse game levels,"In procedural content generation, one is often interested in generating a large number of artifacts that are not only of high quality but also diverse, in terms of gameplay, visual impression or some other criterion. We investigate several search-based approaches to creating good and diverse game content, in particular approaches based on evolution strategies with or without diversity preservation mechanisms, novelty search and random search. The content domain is game levels, more precisely map sketches for strategy games, which are meant to be used as suggestions in the Sentient Sketchbook design tool. Several diversity metrics are possible for this type of content: we investigate tile-based, objective-based and visual impression distance. We find that evolution with diversity preservation mechanisms can produce both good and diverse content, but only when using appropriate distance measures. Reversely, we can draw conclusions about the suitability of these distance measures for the domain from the comparison of diversity preserving versus blind restart evolutionary algorithms.",,,en
19970472,Red teaming with coevolution,"In this paper we present a coevolutionary algorithm designed to be used as a computational tool to assist in red teaming studies. In these applications, analysts seek to understand the strategic and tactical options available to each side in a conflict situation. Combining scenario simulations with a coevolutionary search of parameter space is an approach that has many attractions. We argue that red teaming applications are sufficiently different from many others where coevolution is used so that specially designed algorithms can bring advantages. We illustrate by presenting a new algorithm that simultaneously evolves strong strategies along with dangerous counter-strategies. We test the new algorithm on two example problems: an abstract problem with some difficult characteristics; and a practical red teaming scenario. Experiments show that the new algorithm is able to solve the abstract problem well, and that it is able to provide useful insights on the red teaming scenario. &copy; 2011 IEEE.",coevolution; red teaming,"['Computer Games', ' Design and Analysis of Computer Experiments', ' Kriging', ' Model-Based Optimization', ' Sequential Parameter Optimization', ' The Open Racing Car Simulator']",en
19970562,Reactive strategy choice in StarCraft by means of Fuzzy Control,"Current StarCraft bots are not very flexible in their strategy choice, most of them just follow a manually optimized one, usually a rush. We suggest a method of augmenting existing bots via Fuzzy Control in order to make them react on the current game situation. According to the available information, the best matching of a pool of strategies is chosen. While the method is very general and can be applied easily to many bots, we implement it for the existing BTHAI bot and show experimentally how the modifications affects its gameplay, and how it is improved compared to the original version. &copy; 2013 IEEE.",,,en
19970650,Niching foundations: Basin identification on fixed-property generated landscapes,"The performance of niching based or related evolutionary algorithms clearly depends on problem properties as e.g. the number of local optima of a problem. We assume there must be more such properties currently not taken into account and, following from practical experience, suggest two more, namely basin size contrast (BSC), the size relation of the largest and the smallest basin, and global to local optima contrast (GLC), the height relation of the global and an average local optimum. We investigate the effect of these problem properties on the performance of different basin identification methods (as subtasks of niching algorithms), namely nearest-better clustering, detect-multimodal, and Jarvis-Patrick clustering, individually, or in combinations. Employing an existing problem generator that enables complete control and knowledge of basins, instances are generated and validated according to predefined property values and the basin identification performance data is modeled in order to detect similarities that may be interpreted as effects of the stated properties. We also give recommendations concerning usage of basin identification methods in different situations. Our approach is strongly related to the recently suggested general idea of exploratory landscape analysis (ELA). Copyright 2011 ACM.",Basin identification; Clustering; Exploratory landscape analysis; Global optimization; Niching,"['Evolutionary algorithms', ' Function optimization', ' Parameter tuning', ' Surrogate modeling']",en
19970740,Niching by multiobjectivization with neighbor information: Trade-offs and benefits,"In this paper we investigate the ability of selection methods to enforce niching on multimodal problems. Using theoretical properties where possible, and relying on a sound experimental analysis, we show that the conventional single-objective optimization and novelty search are extreme cases of selection, striving only for quality or diversity. However, in between these well known cases, there are many more possibilities, of which we review eight (including the aforementioned two). Multiobjective selection approaches provide a well-balanced trade-off between exploration and exploitation. For the multiobjectivization, we recommend to use nearest-better-neighbor information instead of the common nearest-neighbor approaches. &copy; 2013 IEEE.",,"['Car racing', ' Evolutionary computation', ' Planning controller', ' TORCS']",en
19970829,Multi-objective feature selection in music genre and style recognition tasks,"Feature selection is an important prerequisite for music classification which in turn is becoming more and more ubiquitous since entering the digital music age. Automated classification into genres or even personal categories is currently envisioned even for standard mobile devices. However, classifiers often fail to work well with all available features, and simple greedy methods often fail to select good feature sets, making feature selection for music classification a natural field of application for evolutionary approaches in general, and multi-objective evolutionary algorithms in particular. In this work, we study the potential of applying such a multi-objective evolutionary optimization algorithm for feature selection with different objective sets. The result is promising, thus calling for deeper investigations of this approach. Copyright 2011 ACM.",Feature selection; Multi-objective optimization of data mining; Music information retrieval,,en
19970919,Multi-objective assessment of pre-optimized build orders exemplified for StarCraft 2,"Modern realtime strategy (RTS) games as Star-Craft 2 educe so-called metagames in which the players compete for the best strategies. The metagames of complex RTS games thrive in the absence of apparent dominant strategies, and developers will intervene to adjust the game when such strategies arise in public. However, there are still strategies considered as strong and ones thought of as weak. For the Zerg faction in StarCraft 2, we show how strong strategies can be identified by taking combat strength and economic power into account. The multi-objective perspective enables us to clearly rule out the unfavourable ones of the single optimal build orders and thus selects interesting openings to be tested by real players. By this means, we are e.g. able to explain the success of the recently proposed 7-roach opening. While we demonstrate our approach for StarCraft 2 only, it is of course applicable to other RTS games, given build-order optimization tools exist. &copy; 2013 IEEE.",,"['Detect-multimodal mechanism', ' Hybridization', ' Multimodal evolutionary algorithms', ' Species conservation']",en
19971007,Multi-criteria Pareto optimised planning method for distillation plants with non-sharp splits,"The investigation of diverse structural alternatives and modes of operation of a distillation plant results in highly complex search topologies including multi-modalities and non-convexities, making very flexible (e.g. evolutionary) optimisation algorithms necessary to maintain diversity in the Pareto sets, i.e. to assure that there are enough different solutions with clearly differing objective function values. On the other hand, virtually identical solution sets can be found which stem from utterly different configurations, hence it is possible to take into account additional decision factors besides the pair of objective functions already optimised. Thus even greater flexibility is possible in the design and planning phase. With the method described in the paper (multiple runs of a standard EMOA combined with a rigorous simulation) we analyse different combinations of conflicting objective functions and based on the respective sets of optimal solutions, different configurations and operation modes are discussed with respect to the variables of the separation task. In a further step we investigate a distillation with regard to key cost factors by means of scenarios and analyse the impact on the solution space and on the attained Pareto sets and discuss to what extent a Pareto set with a suitable choice of objective functions already contains information regarding the sensitivity to key cost factors. We thus show the potential of the described approach in the initial phase of such a project and underline the necessity for optimisation based decision aids for the planning engineer and specifically the benefit gained by the multi-criteria Pareto approach.",Distillation; Evolutionary algorithms; Exergy; Non-sharp splits; Pareto optimisation,"['Computational intelligence', ' Games', ' Tutorial']",en
19971098,Measuring multimodal optimization solution sets with a view to multiobjective techniques,"As in multiobjective optimization, multimodal optimization generates solution sets that must be measured in order to compare different optimization algorithms. We discuss similarities and differences in the requirements for measures in both domains and suggest a property-based taxonomy. The process of measuring actually consists of two subsequent steps, a subset selection that only considers 'suitable' points (or just takes all available points of a solution set) and the actual measuring. Known quality indicators often rely on problem knowledge (objective values and/or locations of optima and basins) which makes them unsuitable for real-world applications. Hence, we propose a new subset selection heuristic without such demands, which thereby enables measuring solution sets of single-objective problems, provided a distance metric exists.",archive; indicator; multimodal optimization; multiobjective optimization; performance measuring; solution sets; subset selection,,en
19971193,Making diplomacy bots individual,"Diplomacy is a round-based strategy game with simple rules but a real-time component as players move in parallel. It also emphasizes negotiation between players, which is difficult to realize in a bot but essential to achieve a human-like playing style. In a previous work, we found that in Turing Tests, players mainly use three usual shortcomings of current bot implementations to identify them as computer players, a certain level of playing strength which makes planning necessary, the avoidance of mistakes, that is moves a human most likely would not use, and a meaningful communication. According to previous results, it seems to be especially hard to combine well-playing with a human-like move style. While the communication problem has already been treated successfully at least for short games, currently known CI-based bots do not plan ahead. We present a planning Diplomacy bot which employs the negotiation kernel of an already existing bot and apply our believability measure technique in a new and interesting way. Instead of learning how to minimize the number of bad moves according to a mixture of games of several players-this had proved difficult as different players regard different moves as bad or computer-like-we go a step into the direction of mimicking human player styles by using only saved games of one person each. We thus effectively create a bot which is playing well, including planning, uses basic communication and partly inherits the playing style of a specific human player. The different obtained bots are compared according to playing strength and believability.",,,en
19971283,Looking for alternatives: Optimization of energy supply systems without superstructure,"We investigate different evolutionary algorithm (EA) variants for structural optimization of energy supply systems and compare them with a deterministic optimization approach. The evolutionary algorithms enable structural optimization avoiding to use an underlying superstructure model. As result of the optimization, we are interested in multiple good alternative designs, instead of the one single best solution only. This problem has three levels: On the top level, we need to fix a structure; based on that structure, we then have to select facility sizes; finally, given the structure and equipment sizing, on the bottom level, the equipment operation has to be specified to satisfy given energy demands. In the presented optimization approach, these three levels are addressed simultaneously. We compare EAs acting on the top level (the lower levels are treated by a mixed-integer linear programming (MILP) solver) against an MILP-only-approach and are highly interested in the ability of both methods to deliver multiple different solutions and the time required for performing this task. Neither state-of-the-art EA for numerical optimization nor standard measures or visualizations are applicable to the problem. This lack of experience makes it difficult to understand why different EA variants perform as they do (e.g., for stating how different two structures are), we introduce a distance concept for structures. We therefore introduce a short code, and, based on this short code, a distance measure that is employed for a multidimensional scaling (MDS) based visualization. This is meant as first step towards a better understanding of the problem landscape. The algorithm comparison shows that deterministic optimization has advantages if we need to find the global optimum. In contrast, the presented EA variants reliably find multiple solutions very quickly if the required solution accuracy is relaxed. Furthermore, the proposed distance measure enables visualization revealing interesting problem properties.",,"['algorithm selection', ' bbob test set', ' benchmarking', ' evolutionary optimization', ' exploratory landscape analysis', ' fitness landscape', ' machine learning']",en
19971376,Improved topological niching for real-valued global optimization,"We show how nearest-better clustering, the core component of the NBC-CMA niching evolutionary algorithm, is improved by appyling a second heuristic rule. This leads to enhanced basin identification for higher dimensional (5D to 20D) optimization problems, where the NBC-CMA has previously shown only mediocre performance compared to other niching and global optimization algorithms. The new method is integrated into a niching algorithm (NEA2) and compared to NBC-CMA and BIPOP-CMA-ES via the BBOB benchmarking suite. It performs very well on problems that enable recognizing basins at all with reasonable effort (number of basins not too high, e.g. the Gallagher problems), as expected. Beyond that point, niching is obviously not applicable any more and random restarts as done by the CMA-ES are the method of choice. &copy; 2012 Springer-Verlag.",,,en
19971467,High-dimensional model-based optimization based on noisy evaluations of computer games,"Most publications on surrogate models have focused either on the prediction quality or on the optimization performance. It is still unclear whether the prediction quality is indeed related to the suitability for optimization. Moreover, most of these studies only employ low-dimensional test cases. There are no results for popular surrogate models, such as kriging, for high-dimensional (n &gt; 10) noisy problems. In this paper, we analyze both aspects by comparing different surrogate models on the noisy 22-dimensional car setup optimization problem, based on both, prediction quality and optimization performance. In order not to favor specific properties of the model, we run two conceptually different modern optimization methods on the surrogate models, CMA-ES and BOBYQA. It appears that kriging and random forests are very good modeling techniques with respect to both, prediction quality and suitability for optimization algorithms. &copy; 2012 Springer-Verlag.",Computer Games; Design and Analysis of Computer Experiments; Kriging; Model-Based Optimization; Sequential Parameter Optimization; The Open Racing Car Simulator,,en
19971559,Experimental methods for the analysis of optimization algorithms,"In operations research and computer science it is common practice to evaluate the performance of optimization algorithms on the basis of computational results, and the experimental approach should follow accepted principles that guarantee the reliability and reproducibility of results. However, computational experiments differ from those in other sciences, and the last decade has seen considerable methodological research devoted to understanding the particular features of such experiments and assessing the related statistical methods. This book consists of methodological contributions on different scenarios of experimental analysis. The first part overviews the main issues in the experimental analysis of algorithms, and discusses the experimental cycle of algorithm development; the second part treats the characterization by means of statistical distributions of algorithm performance in terms of solution quality, runtime and other measures; and the third part collects advanced methods from experimental design for configuring and tuning algorithms on a specific class of instances with the goal of using the least amount of experimentation. The contributor list includes leading scientists in algorithm design, statistical design, optimization and heuristics, and most chapters provide theoretical background and are enriched with case studies. This book is written for researchers and practitioners in operations research and computer science who wish to improve the experimental assessment of optimization algorithms and, consequently, their design. &copy; 2010 Springer-Verlag Berlin Heidelberg. All rights are reserved.",,"['Cross-platform', ' MDSD', ' app', ' business app', ' mobile', ' MD2']",en
19971649,EA-based parameter tuning of multimodal optimization performance by means of different surrogate models,"In the current study, parameter tuning is performed for two evolutionary optimization techniques, Covariance Matrix Adaptation Evolution Strategy and Topological Species Conservation. They are applied for three multimodal benchmark functions with various properties and several outputs are considered. A data set with input parameters and metaheuristic outcomes is used for training four surrogate models. They are then each used by a genetic algorithm that is employed for searching the best parameter settings for the initial approaches. The genetic algorithm uses the model outputs as the direct fitness evaluation and only the best found parameter setting is tested within the original metaheuristics. Each model quality is priory evaluated, but they are all subsequently used in the search process to observe how the (in)accuracy influences the final result. Additionally, the genetic algorithm is used for tuning these approaches directly to test if the search conducts to the same parameter set, or at least close to it.",Evolutionary algorithms; Function optimization; Parameter tuning; Surrogate modeling,"['consumer search behaviour', ' consideration set', ' online panel data', ' market structure', ' international and multi-sector research', ' Herfindahl-Hirschman Index', ' clickstream analysis']",en
19971739,Driving as a human: A track learning based adaptable architecture for a car racing controller,"We present the evolution and current state of the Mr. Racer car racing controller that excelled at the corresponding TORCS competitions of the last years. Although several heuristics and black-box optimization methods are employed, the basic idea of the controller architecture has been to take over many of the mechanisms human racing drivers apply. They learn the track geometry, plan ahead, and wherever necessary, adapt their plans to the current circumstances quickly. Mr. Racer consists of several modules that have partly been adapted and optimized separately, where the final tuning is usually done with respect to a certain racing track during the warmup phase of the TORCS competitions. We also undertake an experimental evaluation that investigates how the controller profits from adding some of the modules to a basic configuration and which modules are most important for reaching the best possible performance. &copy; 2014 Springer Science+Business Media New York.",Car racing; Evolutionary computation; Planning controller; TORCS,,en
19971830,Diversified virtual camera composition,The expressive use of virtual cameras and the automatic generation of cinematics within 3D environments shows potential to extend the communicative power of films into games and virtual worlds. In this paper we present a novel solution to the problem of virtual camera composition based on niching and restart evolutionary algorithms that addresses the problem of diversity in shot generation by simultaneously identifying multiple valid camera camera configurations. We asses the performance of the proposed solution against a set of state-of-the-art algorithms in virtual camera optimisation. &copy; 2012 Springer-Verlag.,,,en
19971921,Disburdening the species conservation evolutionary algorithm of arguing with radii,"The present paper investigates the hybridization of two well-known multimodal optimization methods, i.e. species conservation and multinational algorithms. The topological species conservation algorithm embraces the vision of the existence of subpopulations around seeds (the best local individuals) and the preservation of these dominating individuals from one generation to another, but detects multimodality by means of the hill-valley mechanism employed by multinational algorithms. The aim is to inherit the strengths of both parent techniques and at the same time overcome their flaws. The species conservation algorithm efficiently keeps track of several good search space regions at once, but is difficult to parametrize without prior problem knowledge. Conversely, the multinational algorithms use many functionevaluations to establish subpopulations, but do not depend onprovided radius parameter values. Experiments with all threealgorithms are made on a wide range of test problems in order toinvestigate their advantages and shortcomings. Copyright 2007 ACM.",Detect-multimodal mechanism; Hybridization; Multimodal evolutionary algorithms; Species conservation,,en
19972011,Computational intelligence in games,"Computational Intelligence and Games is a rather young but fast growing application domain where evolutionary compu- tation is been widely applied. This tutorial aims at giving a brief overview of this area, highlighting the several oppor- tunities for genetic and evolutionary computation methods, and providing some in-depth discussion of specific class of problems where evolutionary computation has proved very successful. The proposed tutorial is related to the Digital Entertain- ment Technologies and Arts (DETA) track, an attempts to bring together people and concepts from related areas, e.g. music and games, but also visual arts. Connecting these dif- ferent domains is of growing importance for game production and CI techniques can play an important role here. Copyright is held by the author/owner(s).",Computational intelligence; Games; Tutorial,"['Coding scheme, IS literature, NVivo, Qualitative literature reviewing methods, Research integration, Rigorous review']",en
19972102,Automatic camera control: A dynamic multi-objective perspective,"Automatically generating computer animations is a challenging and complex problem with applications in games and film production. In this paper, we investigate how to translate a shot list for a virtual scene into a series of virtual camera configurations &mdash; i.e automatically controlling the virtual camera. We approach this problem by modelling it as a dynamic multi-objective optimisation problem and show how this metaphor allows a much richer expressiveness than a classical single objective approach. Finally, we showcase the application of a multiobjective evolutionary algorithm to generate a shot for a sample game replay and we analyse the results.",,"['Mandatory security breach reporting', ' interdependent security', ' information asymmetry', ' principal-agent theory', ' security audits']",en
19972195,"Applications of Evolutionary Computing, EvoWorkshops 2009: EvoCOMNET, EvoENVIRONMENT, EvoFIN, EvoGAMES, EvoHOT, EvoIASP, EvoINTERACTION, EvoMUSART, EvoNUM, EvoSTOC, EvoTRANSLOG",,,"['cloud services', ' cloud storage', ' information infrastructure', ' collaboration', ' cooperative project']",en
19972282,Algorithm selection based on exploratory landscape analysis and cost-sensitive learning,"The steady supply of new optimization methods makes the algorithm selection problem (ASP) an increasingly pressing and challenging task, specially for real-world black-box optimization problems. The introduced approach considers the ASP as a cost-sensitive classification task which is based on Exploratory Landscape Analysis. Low-level features gathered by systematic sampling of the function on the feasible set are used to predict a well-performing algorithm out of a given portfolio. Example-specific label costs are defined by the expected runtime of each candidate algorithm. We use one-sided support vector regression to solve this learning problem. The approach is illustrated by means of the optimization problems and algorithms of the BBOB'09/10 workshop. &copy; 2012 ACM.",algorithm selection; bbob test set; benchmarking; evolutionary optimization; exploratory landscape analysis; fitness landscape; machine learning,"['Bismuth', ' Computer crime', ' Internet', ' Mathematical model', ' Media', ' Online banking', ' Privacy', ' Consumer Behavior', ' Economics of Cybercrime', ' Online Service Avoidance', ' Perceived Risk', ' Structural Equation Modeling', ' Technology Acceptance Model']",en
19974962,Gamification im Unternehmenseinsatz,,,"['Diffusion of innovations, Geographical diffusion, Sectorial diffusion, Wayback Machine, Web technologies']",de
19977783,Private Providers of Climate-Neutral Electric Vehicle Charging Services – Enabling Remote Access to Self-Produced Energy at Other Peoples' Charging Points,"Unresolved technological and societal challenges hamper the widespread practical adoption of electric vehicles (EVs). Despite calls for systemic approaches, research tends to focus specific obstacles in separation. This article reports on how two publicly funded research projects - both dedicated to developing a specific EV service offering cooperate and work on bundling the two services: ""providing public access to private charging spots"" and ""transferring self-produced energy through public energy grids to other peoples' charging spots"". We argue that via bundling the value proposition of the single services can be elevated. This conceptual research describes use cases, processes, and supportive IT infrastructure needed to bring the service bundle into action. The contribution of this work lies, first, in discussing and outlining the bundling approach, which merges the outcomes of the two research projects. This approach can make a small step towards achieving the socially accepted goal of propelling EVs as a more sustainable means of transport. Second, the paper is novel for that it introduces a set of models, methods, and tools taken from the academic discipline of service science into the strands of research related to EVs.",,,en
19980720,Achieving Business Practicability of Model-Driven Cross-Platform Apps,"Due to the incompatibility of mobile device platforms such as Android and iOS, apps have to be developed separately for each target platform. Cross-platform development approaches based on Web technology have significantly improved over the last years. However, since they do not lead to native apps, these frameworks are not feasible for all kinds of business apps. Moreover, the way apps are developed is cumbersome. Advanced cross-platform approaches such as MD<sup>2</sup>, which is based on model-driven development (MDSD) techniques, are a much more powerful yet less mature choice. We discuss business implications of MDSD for apps and introduce MD<sup>2</sup> as our proposed solution to fulfill typical requirements. Moreover, we highlight a business-oriented enhancement that further increases MD<sup>2</sup>'s business practicability. We generalize our findings and sketch the path towards more versatile MDSD of apps.",Cross-platform; MDSD; app; business app; mobile; MD2,"['E-Government', ' Peer-to-Peer Sharing', ' Sharing Services', ' Collaborative Consumption']",en
19984974,"Online Consumer Search Behaviour: An International, Cross-Sector Analysis","The Internet has revolutionised access to information and transformed consumer search and buying behaviour. (Hu et al. 2014, Dinner et al. 2014). The consideration set is an important construct in marketing to measure search. Contrary to economic theory (Stigler, 1961), existing Internet studies report relatively small online consideration sets between 2 and 3 (Johnson et al. 2004, Meyer &amp; Stobbe 2010, Holland &amp; Mandry 2013). Our research questions are: 1) Why are online consideration sets relatively small? 2) How do search strategies evolve? 3) What are the differences in search behaviour for constellations of consumers defined by: a) Product and market sectors b) Demographic variables, c) Differences in media use, i.e. computer versus mobile devices, d) Nationality and culture.<br />Methods &amp; Data: Clickstream Analysis, Online Panel Data.Clickstream analysis provides granular data on a very large scale, and can therefore be used to develop research experiments and insights into actual consumer behaviour compared with surveys, which rely on recalled behaviour and statements of future intent. International panel data from ComScore is used to investigate differences in consumer behaviour across six market sectors: banking, insurance, grocery, telecommunications, automotive and airline.<br />Results: International results, small online consideration setsInitial results from the US, UK and German markets show that the online consideration sets are relatively small. This is contrary to economic and marketing theory, which predicted more extensive search patterns because of lower search costs. Online search also appears to be more narrow than similar pre-Internet studies.<br />Added Value: Empirical contribution, theory development, commercial data setsThe research builds on the few previous empirical uses of online panel data, and develops an ambitious international, cross-sector empirical database. Most research in this area, including recent survey based research, is typically a snapshot of activity in a single sector within one country, using sample sizes of between 30 and a few hundred. This research is based on longitudinal data samples with sample sizes of millions of users.",Consumer Search Behaviour,"['Theory of Planned Behavior', ' Sharing Economy', ' Collaborative Consumption', ' Participation']",en
19985204,"The Influence of the Herfindahl-Hirschman Index and Product Complexity on Search Behaviour: A Cross-sector Study of the U.S., Germany and U.K.","Consumer search is analysed in a cross-sector study of six markets in the US, Germany and UK using online panel data. Two constructs are used to measure the search process: the consideration set and use of price comparison engines. The consideration sets range from 2.3 to 3.1 in the US, from 2.3 to 2.6 in Germany and from 2.6 to 3.2 in the UK, regardless of the use of price comparison engines. These results are significantly smaller than expected compared to pre-Internet studies and theory predictions. However, they are consistent with the few published results that used online panel data. It is shown that the consideration set is a function of the Herfindahl-Hirschman Index. The use of price comparison engines is inversely related to product complexity. The theoretical and managerial implications of the research results are explained and the potential of using online panel data for future research into online consumer behaviour and strategy is outlined.",consumer search behaviour; consideration set; online panel data; market structure; international and multi-sector research; Herfindahl-Hirschman Index; clickstream analysis,"['Design Choices', ' Information Systems Design', ' Psychometric', ' Preference Determination']",en
19986912,WeChange - Eine demografiesensible Supportplattform zur Wissensvernetzung in Unternehmen,,,"['IS strategy', ' Strategic Information Systems (SIS)', ' Strategic Information Systems', ' Planning (SISP)', ' IS strategy contents', ' IS strategy reasoning', ' IS strategy practice']",de
19986989,Mit personenindividuellen IT-Systemen auf demografische Unterschiede reagieren,,,"['Information System', ' Application System', ' Information Infrastructure', ' Strategic Information Systems', ' IT-based Competitive Advantage', ' Information Architecture']",de
19987066,Grand Societal Challenges in Information Systems Research and Education - Ideas from the ERCIS Virtual Seminar Series,,,"['Information Management', ' IT/IS Portfolio Management', ' IT/IS Programme Management']",en
19994868,Achieving Rigour in Literature Reviews: Insights from Qualitative Data Analysis and Tool-support,"It is important for researchers to efficiently conduct quality literature studies. Hence, a structured and efficient approach is essential. We overview work that has demonstrated the potential for using software tools in literature reviews. We highlight the untapped opportunities in using an end-to-end tool-supported literature review methodology. Qualitative data-analysis tools such as NVivo are immensely useful as a means to analyze, synthesize, and write up literature reviews. In this paper, we describe how to organize and prepare papers for analysis and provide detailed guidelines for actually coding and analyzing papers, including detailed illustrative strategies to effectively write up and present the results. We present a detailed case study as an illustrative example of the proposed approach put into practice. We discuss the means, value, and also pitfalls of applying tool-supported literature review approaches. We contribute to the literature by proposing a four-phased tool-supported methodology that serves as best practice in conducting literature reviews in IS. By viewing the literature review process as a qualitative study and treating the literature as the ""data set"", we address the complex puzzle of how best to extract relevant literature and justify its scope, relevance, and quality. We provide systematic guidelines for novice IS researchers seeking to conduct a robust literature review.","['Coding scheme', 'IS literature', 'NVivo', 'Qualitative literature reviewing methods', 'Research integration', 'Rigorous review']","['Information Management', ' Information Systems', ' Computer Science', ' Information Sciences', ' Communication Sciences', ' Information System', ' Application System', ' Information Infrastructure', ' Information Function', ' Normative Management', ' Strategic Management', ' Tactical Management', ' Operations Management']",en
20006642,The Economics of Mandatory Security Breach Reporting to Authorities,"Legislators in many countries enact security breach notification regulation to address a lack of information security. The laws designate authorities to collect breach reports and advise firms. We devise a principal-agent model to analyze the economic effect of mandatory security breach reporting to authorities. The model assumes that firms (agents) have few incentives to unilaterally report breaches. To enforce the law, regulators (principals) can introduce security audits and sanction noncompliance. However, audits cannot differentiate between concealment and nescience of the agents. Even under optimistic assumptions regarding the effectiveness of mandatory security breach reporting to authorities in reducing individual losses, our model predicts that it may be difficult to adjust the sanction level such that breach notification laws generate social benefit.",Mandatory security breach reporting; interdependent security; information asymmetry; principal-agent theory; security audits,"['Information Management', ' IT/IS Portfolio Management']",en
20007908,sciebo — theCampuscloud for NRW,"More than two years after its conception and after intensive preparatory work, a large scale cloud service for the academic community in the German state of North Rhine-Westfalia (NRW) has become operational at the beginning of February 2015. Under the brand name ""sciebo - theCampuscloud"" (derived from ""science box""), the sync &amp; share NRW project (Vogl et al. 2013, Walter et al. 2014) is now ready for the registration of potentially 350,000 users from 22 (out of 33) research and applied science universities in NRW. A powerful system platform with five Petabyte of net storage space and 77 servers, hosted at three university data centers providing sync &amp; share cloud storage in compliance with German data protection legislation, has been set up, elaborate contractual frameworks have been developed, scientific studies for preparation and evaluation have been and will subsequently be conducted and a mainly student driven state-wide marketing campaign has been staged. Just ten days after its launch, sciebo has already found 5,000 users and functionality, performance and availability have been well received. Starting with the much anticipated data privacy compliant sync &amp; share functionality, sciebo offers the potential to become a more general cloud platform for collaboration and research data management which will be actively pursued in upcoming scientific and infrastructural projects.",cloud services; cloud storage; information infrastructure; collaboration; cooperative project,"['Cybermediary, Cybermediation, Dis-, Electronic procurement, Hierarchy, Intermediary, Market, Network, Public procurement, Re-']",en
